wellName,datasetName,DEPT,BS,CALI,DENS,DTC,GR,NEUT,PEF,RESD,RESM,RESS,TVD
Cheal-C4,Clean,1164.031,8.5,8.608,2.24,113.25,100.316,0.328,2.57,22.258,12.604,3.58,995.3636
Cheal-C4,Clean,1164.184,8.5,8.584,2.226,114.25,94.965,0.315,2.539,21.88,12.513,3.579,995.4799
Cheal-C4,Clean,1164.336,8.5,8.572,2.226,115,95.374,0.328,2.531,21.35,12.536,3.671,995.5953
Cheal-C4,Clean,1164.488,8.5,8.608,2.234,114.25,90.719,0.323,2.568,20.151,12.13,3.602,995.7109
Cheal-C4,Clean,1164.641,8.5,8.656,2.254,109,96.739,0.328,2.609,19.327,11.955,3.469,995.8243
Cheal-C4,Clean,1164.793,8.5,8.68,2.272,107.665,101.669,0.325,2.678,19.729,12.418,3.616,995.9368
Cheal-C4,Clean,1164.946,8.5,8.713,2.285,110.333,105.821,0.32,2.744,19.335,12.344,3.71,996.05
Cheal-C4,Clean,1165.098,8.5,8.729,2.295,109.25,107.728,0.319,2.811,19.113,12.18,3.711,996.1625
Cheal-C4,Clean,1165.25,8.5,8.769,2.298,110.75,106.046,0.322,2.849,19.02,11.927,3.858,996.275
Cheal-C4,Clean,1165.403,8.5,8.801,2.297,110.75,104.615,0.314,2.834,18.91,11.739,3.977,996.3882
Cheal-C4,Clean,1165.555,8.5,8.68,2.3,110.834,101.689,0.315,2.801,19.64,11.913,4.026,996.5007
Cheal-C4,Clean,1165.708,8.5,8.656,2.302,111.5,100.328,0.312,2.74,21.527,12.669,4.158,996.614
Cheal-C4,Clean,1165.86,8.5,8.656,2.285,111.749,102.807,0.315,2.691,23.998,13.489,4.059,996.7264
Cheal-C4,Clean,1166.012,8.5,8.644,2.246,114.25,100.811,0.316,2.642,24.159,13.234,3.766,996.8391
Cheal-C4,Clean,1166.165,8.5,8.608,2.211,115.75,94.261,0.312,2.59,24.401,13.291,3.689,996.9554
Cheal-C4,Clean,1166.317,8.5,8.568,2.199,121.375,91.936,0.312,2.552,24.732,13.362,3.536,997.0709
Cheal-C4,Clean,1166.47,8.5,8.56,2.207,114.25,91.16,0.316,2.544,25.018,13.417,3.411,997.1872
Cheal-C4,Clean,1166.622,8.5,8.56,2.218,114.166,90.59,0.324,2.572,25.503,13.584,3.336,997.3003
Cheal-C4,Clean,1166.774,8.5,8.584,2.224,113.334,89.311,0.333,2.569,25.534,13.541,3.244,997.4128
Cheal-C4,Clean,1166.927,8.5,8.592,2.221,112.5,89.859,0.355,2.538,25.434,13.407,3.191,997.526
Cheal-C4,Clean,1167.079,8.5,8.6,2.213,114.25,93.201,0.374,2.502,25.336,13.225,3.121,997.6385
Cheal-C4,Clean,1167.232,8.5,8.584,2.214,114.25,95.604,0.377,2.497,25.543,13.142,3.073,997.7517
Cheal-C4,Clean,1167.384,8.5,8.576,2.213,115,95.914,0.355,2.504,25.426,12.925,3.051,997.8642
Cheal-C4,Clean,1167.536,8.5,8.56,2.215,115,96.761,0.339,2.517,24.794,12.503,3.054,997.9774
Cheal-C4,Clean,1167.689,8.5,8.512,2.21,115,92.858,0.33,2.52,24.67,12.347,3.044,998.0936
Cheal-C4,Clean,1167.841,8.5,8.56,2.212,115,93.16,0.342,2.526,24.724,12.278,3.009,998.2092
Cheal-C4,Clean,1167.994,8.5,8.576,2.211,114.25,91.625,0.338,2.538,24.976,12.35,2.949,998.3254
Cheal-C4,Clean,1168.146,8.5,8.624,2.215,114.25,94.458,0.343,2.574,25.017,12.441,2.967,998.438
Cheal-C4,Clean,1168.298,8.5,8.656,2.218,115,93.096,0.337,2.59,25.075,12.515,2.985,998.5505
Cheal-C4,Clean,1168.451,8.5,8.713,2.227,105.166,97.559,0.341,2.583,24.735,12.491,2.961,998.6638
Cheal-C4,Clean,1168.603,8.5,8.68,2.23,113.5,96.263,0.364,2.559,24.078,12.279,2.944,998.7762
Cheal-C4,Clean,1168.756,8.5,8.632,2.229,114.25,101.56,0.345,2.547,23.316,12.048,2.983,998.8895
Cheal-C4,Clean,1168.908,8.5,8.62,2.231,111.75,97.966,0.317,2.583,21.902,11.533,2.99,999.002
Cheal-C4,Clean,1169.06,8.5,8.536,2.242,110.916,100.175,0.297,2.64,20.641,11.117,2.994,999.1156
Cheal-C4,Clean,1169.213,8.5,8.632,2.262,111,97.376,0.307,2.701,20.687,11.337,3.074,999.2319
Cheal-C4,Clean,1169.365,8.5,8.64,2.277,109.916,100.497,0.305,2.733,20.873,11.694,3.198,999.3474
Cheal-C4,Clean,1169.518,8.5,8.68,2.295,108.25,98.211,0.282,2.752,22.504,12.616,3.411,999.4633
Cheal-C4,Clean,1169.67,8.5,8.616,2.306,109.25,99.892,0.283,2.75,22.485,12.593,3.46,999.5758
Cheal-C4,Clean,1169.822,8.5,8.568,2.309,108.25,100.034,0.291,2.737,21.917,12.335,3.555,999.6883
Cheal-C4,Clean,1169.975,8.5,8.488,2.298,109.084,100.268,0.316,2.73,21.261,12.147,3.665,999.8015
Cheal-C4,Clean,1170.127,8.5,8.472,2.286,103.625,101.449,0.29,2.735,19.286,11.375,3.647,999.9165
Cheal-C4,Clean,1170.28,8.5,8.488,2.285,108.334,101.745,0.281,2.752,18.204,10.861,3.47,1000.033
Cheal-C4,Clean,1170.432,8.5,8.48,2.296,102.593,102.961,0.275,2.762,18.374,11.08,3.532,1000.148
Cheal-C4,Clean,1170.584,8.5,8.512,2.305,107.5,99.86,0.292,2.766,20.061,12.319,3.934,1000.262
Cheal-C4,Clean,1170.737,8.5,8.512,2.304,107.5,100.998,0.307,2.757,19.744,12.42,4.095,1000.375
Cheal-C4,Clean,1170.889,8.5,8.488,2.293,107.5,102.488,0.32,2.749,19.211,12.284,4.16,1000.488
Cheal-C4,Clean,1171.042,8.5,8.504,2.284,110,104.999,0.331,2.75,18.672,11.938,4.205,1000.601
Cheal-C4,Clean,1171.194,8.5,8.512,2.276,113.5,103.897,0.318,2.748,18.985,11.829,4.172,1000.714
Cheal-C4,Clean,1171.346,8.5,8.512,2.258,115,102.076,0.334,2.708,20.007,11.612,3.833,1000.826
Cheal-C4,Clean,1171.499,8.5,8.5,2.235,115,99.295,0.342,2.622,21.861,12.035,3.837,1000.939
Cheal-C4,Clean,1171.651,8.5,8.488,2.213,114.25,97.426,0.375,2.542,23.965,12.663,3.903,1001.055
Cheal-C4,Clean,1171.804,8.5,8.464,2.206,114.25,98.349,0.354,2.482,26.563,13.621,3.899,1001.171
Cheal-C4,Clean,1171.956,8.5,8.464,2.206,114.25,99.372,0.339,2.476,26.683,13.722,3.573,1001.287
Cheal-C4,Clean,1172.108,8.5,8.488,2.209,114.25,94.47,0.335,2.499,26.847,13.86,3.29,1001.4
Cheal-C4,Clean,1172.261,8.5,8.512,2.215,113,91.721,0.338,2.539,26.539,13.888,3.143,1001.513
Cheal-C4,Clean,1172.413,8.5,8.464,2.219,111.75,91.422,0.352,2.555,25.483,13.41,3.051,1001.626
Cheal-C4,Clean,1172.566,8.5,8.536,2.226,112.096,92.838,0.34,2.535,24.75,12.891,3.002,1001.739
Cheal-C4,Clean,1172.718,8.5,8.608,2.226,110,96.546,0.338,2.507,24.757,12.579,3.042,1001.851
Cheal-C4,Clean,1172.87,8.5,8.624,2.226,107.5,93.981,0.315,2.488,24.877,12.309,2.978,1001.964
Cheal-C4,Clean,1173.023,8.5,8.713,2.229,105.75,94.096,0.324,2.496,25.106,12.131,2.941,1002.077
Cheal-C4,Clean,1173.175,8.5,8.68,2.237,107.416,92.137,0.333,2.493,26.677,12.38,2.922,1002.193
Cheal-C4,Clean,1173.328,8.5,8.713,2.237,107.501,94.211,0.336,2.517,27.901,12.726,2.95,1002.309
Cheal-C4,Clean,1173.48,8.5,8.705,2.229,108.326,95.999,0.342,2.534,27.919,12.787,2.948,1002.425
Cheal-C4,Clean,1173.632,8.5,8.688,2.22,106.5,95.248,0.341,2.552,27.412,12.735,2.923,1002.538
Cheal-C4,Clean,1173.785,8.5,8.648,2.218,105.166,90.969,0.348,2.54,26.867,12.755,2.97,1002.651
Cheal-C4,Clean,1173.937,8.5,8.765,2.223,106,91.194,0.335,2.531,25.091,12.218,2.851,1002.763
Cheal-C4,Clean,1174.09,8.5,8.813,2.225,108.25,90.914,0.336,2.532,24.224,12.141,2.893,1002.878
Cheal-C4,Clean,1174.242,8.5,8.809,2.23,109.25,92.519,0.316,2.561,23.4,11.923,2.851,1002.994
Cheal-C4,Clean,1174.394,8.5,8.777,2.238,111,95.734,0.321,2.596,21.556,11.341,2.821,1003.109
Cheal-C4,Clean,1174.547,8.5,8.777,2.264,111,95.964,0.315,2.654,20.979,11.495,2.939,1003.225
Cheal-C4,Clean,1174.699,8.5,8.672,2.277,109.916,99.95,0.316,2.687,22.115,12.357,3.272,1003.337
Cheal-C4,Clean,1174.852,8.5,8.713,2.28,110.084,99.887,0.303,2.697,22.11,12.544,3.373,1003.451
Cheal-C4,Clean,1175.004,8.5,8.672,2.266,114.666,103.326,0.312,2.674,20.892,11.96,3.288,1003.563
Cheal-C4,Clean,1175.156,8.5,8.632,2.264,112.584,102.871,0.339,2.643,20.284,11.677,3.371,1003.675
Cheal-C4,Clean,1175.309,8.5,8.56,2.259,111.5,98.967,0.344,2.63,20.101,11.532,3.507,1003.789
Cheal-C4,Clean,1175.461,8.5,8.464,2.264,110.835,94.427,0.369,2.64,19.903,11.441,3.653,1003.901
Cheal-C4,Clean,1175.614,8.5,8.488,2.259,114.25,92.257,0.348,2.638,20.914,11.72,3.645,1004.017
Cheal-C4,Clean,1175.766,8.5,8.464,2.248,112.75,93.247,0.347,2.588,23.129,12.481,3.583,1004.132
Cheal-C4,Clean,1175.918,8.5,8.456,2.228,114,92.42,0.307,2.515,22.981,12.268,3.349,1004.248
Cheal-C4,Clean,1176.071,8.5,8.44,2.217,112.5,93.689,0.312,2.467,23.827,12.783,3.367,1004.363
Cheal-C4,Clean,1176.223,8.5,8.48,2.215,113.25,94.582,0.31,2.472,24.8,13.464,3.453,1004.475
Cheal-C4,Clean,1176.376,8.5,8.52,2.214,113.334,95.993,0.331,2.512,24.759,13.632,3.399,1004.588
Cheal-C4,Clean,1176.528,8.5,8.512,2.214,114.166,96.447,0.329,2.55,24.736,13.793,3.283,1004.701
Cheal-C4,Clean,1176.68,8.5,8.512,2.218,114.25,97.645,0.334,2.591,24.906,13.872,3.164,1004.813
Cheal-C4,Clean,1176.833,8.5,8.524,2.226,115,94.833,0.32,2.6,24.886,13.831,3.126,1004.926
Cheal-C4,Clean,1176.985,8.5,8.528,2.228,114.166,91.205,0.339,2.601,25.09,13.792,3.212,1005.039
Cheal-C4,Clean,1177.138,8.5,8.576,2.229,110.875,90.362,0.321,2.559,25.55,13.655,3.269,1005.155
Cheal-C4,Clean,1177.29,8.5,8.616,2.227,112.416,93.561,0.328,2.53,26.405,13.544,3.254,1005.27
Cheal-C4,Clean,1177.442,8.5,8.68,2.229,111.5,99.303,0.328,2.505,26.06,13.091,3.105,1005.386
Cheal-C4,Clean,1177.595,8.5,8.656,2.223,111.75,97.319,0.328,2.532,26.547,13.334,3.167,1005.5
Cheal-C4,Clean,1177.747,8.5,8.632,2.222,110.75,94.782,0.314,2.552,26.396,13.452,3.234,1005.613
Cheal-C4,Clean,1177.9,8.5,8.6,2.222,110,91.915,0.313,2.563,25.667,13.454,3.215,1005.726
Cheal-C4,Clean,1178.052,8.5,8.656,2.225,110,93.228,0.306,2.54,25.012,13.699,3.102,1005.84
Cheal-C4,Clean,1178.204,8.5,8.68,2.227,110,94.055,0.307,2.514,24.794,14.221,3.011,1005.955
Cheal-C4,Clean,1178.357,8.5,8.713,2.227,109.166,90.278,0.31,2.493,24.976,14.519,2.987,1006.071
Cheal-C4,Clean,1178.509,8.5,8.705,2.226,107.5,89.392,0.341,2.485,24.671,14.07,2.962,1006.187
Cheal-C4,Clean,1178.662,8.5,8.696,2.216,107.5,90.096,0.35,2.511,24.414,13.813,3.054,1006.3
Cheal-C4,Clean,1178.814,8.5,8.68,2.215,108.25,96.08,0.33,2.569,23.857,13.622,3.35,1006.412
Cheal-C4,Clean,1178.966,8.5,8.705,2.218,109.25,96.328,0.295,2.655,22.18,12.803,3.634,1006.525
Cheal-C4,Clean,1179.119,8.5,8.729,2.253,101.75,100.344,0.289,2.758,20.704,12.326,3.654,1006.638
Cheal-C4,Clean,1179.271,8.5,8.777,2.343,89.75,95.757,0.285,2.869,18.762,11.37,3.409,1006.751
Cheal-C4,Clean,1179.424,8.5,8.777,2.423,64.329,91.155,0.218,2.926,28.171,17.119,5.062,1006.864
Cheal-C4,Clean,1179.576,8.5,8.592,2.439,75.5,84.37,0.189,2.887,68.046,36.713,8.672,1006.978
Cheal-C4,Clean,1179.728,8.5,8.56,2.361,90.25,83.65,0.202,2.75,33.051,17.59,4.336,1007.093
Cheal-C4,Clean,1179.881,8.5,8.512,2.285,112.5,84.968,0.26,2.626,28.612,15.617,4.028,1007.21
Cheal-C4,Clean,1180.033,8.5,8.464,2.246,113.416,86.864,0.3,2.555,27.11,15.255,4.491,1007.324
Cheal-C4,Clean,1180.186,8.5,8.496,2.238,111.75,90.134,0.313,2.531,25.414,14.713,4.834,1007.438
Cheal-C4,Clean,1180.338,8.5,8.536,2.237,111.75,94.296,0.316,2.518,24.246,14.313,4.065,1007.55
Cheal-C4,Clean,1180.49,8.5,8.62,2.24,112.5,91.572,0.31,2.508,24.9,14.957,3.702,1007.663
Cheal-C4,Clean,1180.643,8.5,8.616,2.246,111.666,91.678,0.321,2.531,22.986,14.753,3.537,1007.776
Cheal-C4,Clean,1180.795,8.5,8.6,2.251,112.993,93.757,0.329,2.559,21.392,14.498,3.467,1007.888
Cheal-C4,Clean,1180.948,8.5,8.584,2.258,112.581,97.346,0.337,2.586,21.095,14.499,3.529,1008.002
Cheal-C4,Clean,1181.1,8.5,8.584,2.261,110.75,97.59,0.339,2.593,22.806,15.193,3.878,1008.116
Cheal-C4,Clean,1181.252,8.5,8.608,2.258,115,95.67,0.34,2.593,22.89,14.675,3.818,1008.232
Cheal-C4,Clean,1181.405,8.5,8.62,2.242,115,94.773,0.336,2.574,22.069,13.954,3.833,1008.348
Cheal-C4,Clean,1181.557,8.5,8.608,2.227,114.25,95.213,0.348,2.558,20.656,13.091,3.931,1008.462
Cheal-C4,Clean,1181.71,8.5,8.62,2.221,114.999,93.431,0.354,2.529,21.197,13.21,4.19,1008.575
Cheal-C4,Clean,1181.862,8.5,8.68,2.218,115.001,93.757,0.363,2.522,24.103,13.986,4.239,1008.688
Cheal-C4,Clean,1182.014,8.5,8.705,2.216,114.625,92.994,0.361,2.53,26.339,14.156,4.063,1008.801
Cheal-C4,Clean,1182.167,8.5,8.672,2.217,112.416,89.739,0.339,2.559,29.022,14.761,4.019,1008.917
Cheal-C4,Clean,1182.319,8.5,8.608,2.223,113.334,91.45,0.334,2.586,29.058,14.723,4.005,1009.032
Cheal-C4,Clean,1182.472,8.5,8.6,2.226,113.25,91.297,0.333,2.58,27.382,14.098,3.78,1009.149
Cheal-C4,Clean,1182.624,8.5,8.596,2.224,114.25,93.795,0.332,2.548,26.897,13.966,3.664,1009.262
Cheal-C4,Clean,1182.776,8.5,8.616,2.22,113.25,94.848,0.34,2.508,26.092,13.647,3.466,1009.374
Cheal-C4,Clean,1182.929,8.5,8.64,2.215,112.5,97.75,0.339,2.498,25.556,13.474,3.192,1009.487
Cheal-C4,Clean,1183.081,8.5,8.644,2.217,111.625,100.055,0.337,2.487,25.723,13.466,3.032,1009.602
Cheal-C4,Clean,1183.234,8.5,8.664,2.221,111.75,96.717,0.332,2.496,25.663,13.275,2.927,1009.718
Cheal-C4,Clean,1183.386,8.5,8.656,2.225,110.75,92.167,0.319,2.512,25.295,12.848,2.854,1009.833
Cheal-C4,Clean,1183.538,8.5,8.62,2.226,111.75,88.889,0.321,2.559,24.058,12.273,2.866,1009.948
Cheal-C4,Clean,1183.691,8.5,8.6,2.224,111.75,89.424,0.311,2.58,22.679,11.731,2.843,1010.061
Cheal-C4,Clean,1183.843,8.5,8.592,2.233,111.75,91.952,0.314,2.57,21.806,11.354,2.835,1010.174
Cheal-C4,Clean,1183.996,8.5,8.572,2.247,110.75,93.214,0.316,2.554,21.351,11.169,2.892,1010.287
Cheal-C4,Clean,1184.148,8.5,8.576,2.254,112.5,94.271,0.322,2.564,21.668,11.391,2.973,1010.399
Cheal-C4,Clean,1184.3,8.5,8.592,2.254,113.5,95.796,0.338,2.606,22.05,11.535,2.998,1010.512
Cheal-C4,Clean,1184.453,8.5,8.548,2.248,112.416,97.443,0.33,2.627,23.047,11.876,3.022,1010.625
Cheal-C4,Clean,1184.605,8.5,8.488,2.246,114.25,97.736,0.338,2.621,23.319,12.053,3.11,1010.74
Cheal-C4,Clean,1184.758,8.5,8.464,2.249,115,95.215,0.328,2.578,23.862,12.229,3.111,1010.856
Cheal-C4,Clean,1184.91,8.5,8.488,2.25,114.999,96.986,0.309,2.528,25.205,12.84,3.214,1010.972
Cheal-C4,Clean,1185.062,8.5,8.496,2.246,114.25,94.108,0.308,2.512,24.719,12.912,3.194,1011.086
Cheal-C4,Clean,1185.215,8.5,8.528,2.239,112.5,93.627,0.314,2.511,23.834,12.916,3.153,1011.199
Cheal-C4,Clean,1185.367,8.5,8.536,2.233,110.75,92.709,0.335,2.551,23.669,13.027,3.124,1011.312
Cheal-C4,Clean,1185.52,8.5,8.524,2.235,111.584,95.213,0.351,2.573,23.455,12.979,3.063,1011.425
Cheal-C4,Clean,1185.672,8.5,8.48,2.234,111.75,97.582,0.357,2.585,23.113,12.828,3.09,1011.541
Cheal-C4,Clean,1185.824,8.5,8.464,2.24,114.25,97.395,0.332,2.56,21.874,12.33,3.159,1011.656
Cheal-C4,Clean,1185.977,8.5,8.504,2.248,112.496,96.02,0.306,2.541,20.384,11.875,3.271,1011.773
Cheal-C4,Clean,1186.129,8.5,8.512,2.265,111.167,94.474,0.291,2.581,20.316,12.051,3.404,1011.885
Cheal-C4,Clean,1186.282,8.5,8.512,2.289,109.25,94.717,0.302,2.692,20.576,12.36,3.514,1011.999
Cheal-C4,Clean,1186.434,8.5,8.56,2.315,99.75,97.987,0.301,2.818,21.559,13.002,3.675,1012.111
Cheal-C4,Clean,1186.586,8.5,8.672,2.328,101.499,103.456,0.304,2.866,24.106,14.475,4.052,1012.225
Cheal-C4,Clean,1186.739,8.5,8.777,2.308,103.5,105.744,0.323,2.874,25.128,15.145,4.392,1012.342
Cheal-C4,Clean,1186.891,8.5,8.789,2.276,109.25,109.403,0.35,2.805,23.537,14.12,4.35,1012.457
Cheal-C4,Clean,1187.044,8.5,8.668,2.247,111.75,108.493,0.35,2.747,20.891,12.62,4.256,1012.573
Cheal-C4,Clean,1187.196,8.5,8.656,2.26,107.5,108.535,0.331,2.691,19.103,11.482,4.24,1012.685
Cheal-C4,Clean,1187.348,8.5,8.608,2.285,110.759,107.343,0.294,2.687,19.403,11.624,4.224,1012.797
Cheal-C4,Clean,1187.501,8.5,8.68,2.288,101.247,105.221,0.3,2.727,21.635,12.982,4.43,1012.911
Cheal-C4,Clean,1187.653,8.5,8.729,2.26,110.75,105.431,0.313,2.71,21.735,12.682,3.797,1013.023
Cheal-C4,Clean,1187.806,8.5,8.464,2.23,115,101.246,0.349,2.656,22.85,13.099,3.537,1013.136
Cheal-C4,Clean,1187.958,8.5,8.416,2.216,115,98.555,0.35,2.607,23.001,13.442,3.552,1013.249
Cheal-C4,Clean,1188.11,8.5,8.416,2.22,114.25,96.888,0.338,2.594,22.883,13.39,3.438,1013.364
Cheal-C4,Clean,1188.263,8.5,8.432,2.224,114.166,95.139,0.338,2.623,23.236,13.541,3.325,1013.48
Cheal-C4,Clean,1188.415,8.5,8.452,2.234,114.25,94.682,0.337,2.612,22.833,13.222,3.102,1013.595
Cheal-C4,Clean,1188.568,8.5,8.44,2.237,113.25,95.845,0.319,2.601,22.544,12.974,3,1013.71
Cheal-C4,Clean,1188.72,8.5,8.44,2.243,113.25,98.023,0.326,2.606,22.48,13.108,3.174,1013.823
Cheal-C4,Clean,1188.872,8.5,8.456,2.255,113.334,97.484,0.326,2.632,21.898,12.85,3.306,1013.935
Cheal-C4,Clean,1189.025,8.5,8.48,2.273,110.375,99.401,0.352,2.665,21.299,12.191,3.25,1014.049
Cheal-C4,Clean,1189.177,8.5,8.5,2.289,111.5,102.639,0.343,2.688,22.298,12.686,3.493,1014.165
Cheal-C4,Clean,1189.33,8.5,8.5,2.301,110.834,108.462,0.333,2.712,21.533,12.355,3.594,1014.281
Cheal-C4,Clean,1189.482,8.5,8.512,2.301,111.666,104.268,0.314,2.728,20.849,11.989,3.648,1014.396
Cheal-C4,Clean,1189.634,8.5,8.512,2.29,111.584,97.107,0.308,2.717,20.528,11.929,3.763,1014.509
Cheal-C4,Clean,1189.787,8.5,8.536,2.279,112.584,93.073,0.309,2.683,19.312,11.243,3.622,1014.622
Cheal-C4,Clean,1189.939,8.5,8.56,2.275,104.494,92.916,0.323,2.642,19.532,11.353,3.706,1014.735
Cheal-C4,Clean,1190.092,8.5,8.548,2.289,111.584,96.516,0.321,2.645,19.293,11.403,3.774,1014.85
Cheal-C4,Clean,1190.244,8.5,8.548,2.303,109.625,99.434,0.326,2.67,20.106,11.778,3.672,1014.965
Cheal-C4,Clean,1190.396,8.5,8.536,2.313,108.25,100.971,0.323,2.701,21.618,12.649,3.676,1015.081
Cheal-C4,Clean,1190.549,8.5,8.524,2.297,108.25,99.584,0.326,2.688,23.041,13.646,3.776,1015.196
Cheal-C4,Clean,1190.701,8.5,8.568,2.269,110,93.32,0.323,2.639,21.51,12.93,3.449,1015.309
Cheal-C4,Clean,1190.854,8.5,8.544,2.242,111.75,94.928,0.333,2.592,20.151,12.193,3.248,1015.422
Cheal-C4,Clean,1191.006,8.5,8.464,2.231,111.75,94.609,0.338,2.577,19.496,11.809,3.303,1015.534
Cheal-C4,Clean,1191.158,8.5,8.38,2.233,106.25,98.741,0.341,2.61,18.782,11.368,3.49,1015.647
Cheal-C4,Clean,1191.311,8.5,8.368,2.243,107.5,95.553,0.327,2.692,17.682,10.711,3.563,1015.76
Cheal-C4,Clean,1191.463,8.5,8.392,2.292,100.501,96.964,0.326,2.842,16.606,10.16,3.54,1015.873
Cheal-C4,Clean,1191.616,8.5,8.44,2.391,80.25,96.677,0.318,3.042,16.946,10.425,3.655,1015.988
Cheal-C4,Clean,1191.768,8.5,8.488,2.503,74.079,98.086,0.294,3.212,20.324,12.572,4.329,1016.104
Cheal-C4,Clean,1191.92,8.5,8.568,2.543,77.412,96.97,0.265,3.254,26.386,16.161,5.513,1016.219
Cheal-C4,Clean,1192.073,8.5,8.584,2.487,97.5,98.739,0.255,3.156,21.132,13.586,5.758,1016.334
Cheal-C4,Clean,1192.225,8.5,8.408,2.4,108.5,100.912,0.267,3.014,17.093,11.257,5.535,1016.447
Cheal-C4,Clean,1192.378,8.5,8.344,2.347,110,104.255,0.308,2.925,15.102,10.004,5.31,1016.56
Cheal-C4,Clean,1192.53,8.5,8.356,2.333,109.165,108.167,0.34,2.893,13.332,8.89,4.969,1016.673
Cheal-C4,Clean,1192.682,8.5,8.392,2.332,107.416,107.245,0.351,2.887,12.773,8.537,4.759,1016.788
Cheal-C4,Clean,1192.835,8.5,8.4,2.328,106.75,110.423,0.342,2.893,13.395,8.945,4.834,1016.905
Cheal-C4,Clean,1192.987,8.5,8.44,2.331,111.167,111.94,0.327,2.909,13.613,9.183,4.708,1017.02
Cheal-C4,Clean,1193.14,8.5,8.416,2.338,107.584,116.179,0.32,2.944,13.474,9.239,4.582,1017.134
Cheal-C4,Clean,1193.292,8.5,8.368,2.344,109.25,114.496,0.327,2.952,12.843,8.784,4.367,1017.246
Cheal-C4,Clean,1193.444,8.5,8.368,2.341,108.334,111.721,0.345,2.952,12.748,8.546,4.38,1017.359
Cheal-C4,Clean,1193.597,8.5,8.356,2.336,107.5,109.734,0.361,2.928,12.809,8.547,4.389,1017.474
Cheal-C4,Clean,1193.749,8.5,8.368,2.339,107.584,110.394,0.319,2.917,12.895,8.515,4.38,1017.589
Cheal-C4,Clean,1193.902,8.5,8.344,2.348,104.913,109.679,0.308,2.915,14.041,9.088,4.445,1017.706
Cheal-C4,Clean,1194.054,8.5,8.392,2.345,106.5,107.728,0.296,2.926,14.688,9.378,4.402,1017.82
Cheal-C4,Clean,1194.206,8.5,8.404,2.335,107.5,103.183,0.311,2.921,14.835,9.481,4.429,1017.932
Cheal-C4,Clean,1194.359,8.5,8.464,2.323,108.25,102.597,0.323,2.906,14.872,9.443,4.422,1018.046
Cheal-C4,Clean,1194.511,8.5,8.44,2.318,109,108.423,0.342,2.877,14.843,9.361,4.462,1018.158
Cheal-C4,Clean,1194.664,8.5,8.368,2.309,109.333,104.603,0.362,2.856,13.859,8.685,4.246,1018.271
Cheal-C4,Clean,1194.816,8.5,8.308,2.306,109.667,104.938,0.357,2.829,12.587,7.831,3.845,1018.384
Cheal-C4,Clean,1194.968,8.5,8.296,2.307,109.25,101.036,0.353,2.857,12.466,7.705,3.78,1018.496
Cheal-C4,Clean,1195.121,8.5,8.32,2.318,107.5,110.41,0.341,2.89,13.443,8.284,4.117,1018.612
Cheal-C4,Clean,1195.273,8.5,8.344,2.327,105.834,113.709,0.342,2.947,14.457,8.94,4.385,1018.727
Cheal-C4,Clean,1195.426,8.5,8.356,2.34,108.5,118.59,0.325,2.939,14.765,9.105,4.412,1018.844
Cheal-C4,Clean,1195.578,8.5,8.304,2.34,107.5,113.516,0.335,2.929,14.811,9.08,4.294,1018.958
Cheal-C4,Clean,1195.73,8.5,8.32,2.334,107.5,111.373,0.322,2.92,14.92,9.138,4.343,1019.07
Cheal-C4,Clean,1195.883,8.5,8.32,2.328,106.75,107.28,0.31,2.924,14.886,9.092,4.352,1019.183
Cheal-C4,Clean,1196.035,8.5,8.32,2.331,105,110.41,0.304,2.914,15.131,9.18,4.457,1019.297
Cheal-C4,Clean,1196.188,8.5,8.352,2.334,106.75,109.57,0.305,2.914,15.306,9.262,4.499,1019.413
Cheal-C4,Clean,1196.34,8.5,8.36,2.337,105,111.295,0.307,2.895,14.861,9.047,4.413,1019.528
Cheal-C4,Clean,1196.492,8.5,8.392,2.336,108.5,112.291,0.313,2.887,14.66,8.973,4.399,1019.644
Cheal-C4,Clean,1196.645,8.5,8.392,2.338,110.959,111.834,0.299,2.87,14.459,8.895,4.34,1019.757
Cheal-C4,Clean,1196.797,8.5,8.344,2.341,109.166,110.319,0.305,2.872,14.634,9.025,4.392,1019.87
Cheal-C4,Clean,1196.95,8.5,8.32,2.335,108.334,105.271,0.3,2.915,14.333,8.881,4.367,1019.983
Cheal-C4,Clean,1197.102,8.5,8.296,2.335,107.5,107.689,0.309,2.942,14.161,8.821,4.382,1020.096
Cheal-C4,Clean,1197.254,8.5,8.328,2.33,107.875,109.364,0.31,2.979,13.806,8.631,4.348,1020.208
Cheal-C4,Clean,1197.407,8.5,8.392,2.336,108.25,115.337,0.313,2.983,13.732,8.622,4.359,1020.321
Cheal-C4,Clean,1197.559,8.5,8.392,2.337,109.25,109.505,0.317,2.982,13.647,8.579,4.312,1020.434
Cheal-C4,Clean,1197.712,8.5,8.408,2.341,106.625,103.74,0.317,2.959,13.454,8.522,4.311,1020.547
Cheal-C4,Clean,1197.864,8.5,8.356,2.348,101.291,101.583,0.322,2.95,13.607,8.646,4.395,1020.659
Cheal-C4,Clean,1198.016,8.5,8.344,2.349,109.834,105.423,0.338,2.937,13.609,8.657,4.436,1020.772
Cheal-C4,Clean,1198.169,8.5,8.368,2.348,107.5,109.308,0.349,2.939,13.202,8.456,4.393,1020.888
Cheal-C4,Clean,1198.321,8.5,8.296,2.341,107.5,110.538,0.349,2.919,13.061,8.338,4.348,1021.004
